CN102346688A,R01A14
US20130159578A1,R01A14
US8392644B2,R01A14
CN101542412B,R01E02
US7043668B1,R01F01
US7055070B1,R01F01
US7185234B1,R01F01
US7412630B2,R01F01
US7644319B2,R01F01
US7178133B1,R01F
US7231551B1,R01F
US20090037886A1,R01F01
US20200202195A1,R01C02
US20200184309A1,R01C02
US20210034979A1,R01C02
US20200034262A1,R01C02
US11080062B2,R01A02
US10642501B1,R01A1001
US20200264783A1,R01A1001
US20190138308A1,R02C01
US10846089B2,R02K
US20190065199A1,R02C01
US20190065201A1,R02C01
US20190065202A1,R02C01
GB2565338B,R01A13
US10782977B2,R01A13
GB2550658B,R01A05
US20170293646A1,R01A05
GB2550048A,R01B01
US20170293556A1,R01B01
GB2550470B,R01A11
US10649773B2,R02H02
CN107038020A,R01C01
GB2545081A,R01A07
US20170123792A1,R01C01
CN106681695A,R01A02
GB2545796B,R01A02
US10664280B2,R01A02
GB2551849B,R01G
US20170373836A1,R01G
GB2551381B,R01A01
US10372453B2,R01A01
GB2548641A,R01A02
US20170277539A1,R01A13
CN106168930A,R01A10
CN206147599U,R01A10
US10185665B2,R01A1002
US9830275B2,R01A1002
US10459725B2,R01B03
CN106339284B,R01A07
CN206058178U,R01A07
CN206773689U,R01A07
US10025527B2,R01A07
US10642527B2,R01A07
US20170010819A1,R01A07
CN106557304A,R01A01
US10360037B2,R01A01
CN105550031A,R01B03
US20160117250A1,R01B03
US10108548B2,R01A11
US20150227371A1,R02B01
CN104834503A,R01A03
US10768930B2,R02A01
US20150227366A1,R01A03
CN106095390A,R01E02 
CN205992221U,R01E02
US10423417B2,R01E02 
US9064076B1,R01D01
CN106055490A,R01B07
US10318172B2,R01B07
CN104778030B,R01A03
US9870225B2,R01A03
US10671391B2,R01A03
US9740557B2,R01G01
US9367286B2,R04A01
US9740454B2,R04A01
CN105320519B,R01A02
CN205176828U,R01A02
US10318304B2,R01A02
US20140258697A1,R01A06
US10540179B2,R02B01
US9189412B2,R01B05
CN105302543A,R03B01
CN204945992U,R03A01
US10048967B2,R03B01
US9135067B2,R03A01
US9563476B2,R03A01
US9940168B2,R03A01
US20140244977A1,R01E02
US9720840B2,R01B06
CN105183429B,R01A03
US10379861B2,R01A03
US9898293B2,R01A03
CN104049939B,R01A08
US20140281413A1,R01A08
CN104020982B,R01B06
US20140250289A1,R01B06
CN104008021A,R01A13
US20140244987A1,R01A13
CN104035895B,R01C01
US20140258667A1,R02C01
CN104820580B,R01B06
CN109284132A,R01B06
US9361242B2,R01B06
US9424203B2,R01B06
CN104794067B,R01A02
US9934039B2,R01A02
CN104793920B,R01A02
CN109871341A,R01A02
US20170220353A1,R01A02
US9652240B2,R01A02
CN104679663B,R01A04
US20150154022A1,R01A0401
US8982901B2,R0XA01
US9705806B2,R0XA01
US8942317B2,R0XA01
US10534614B2,R01C01
CN104424130A,R01B03
US20150058574A1,R02C01
US8239620B2,R01A1001
US8789042B2,R03B01
US9086906B2,R03B01
CN104346223B,R01A06
CN108170471A,R01A06
US10001997B2,R01A06
US9558001B2,R01A06
US8693561B2,R0XA01
US20130159667A1,R01C01
US8737545B2,R0XA01
US10606307B2,R04A01
US10990121B2,R04A01
US9817433B2,R04A01
US9235510B2,R01A10
CN104049938B,R01A02
CN107102845B,R01A02
US10261798B2,R01A02
US9792123B2,R01A02
US9886212B2,R01B07
US10678695B2,R01A0401
US9292450B2,R01A0401
US9612968B2,R01A0401
US9858194B2,R01A0401
CN103984643B,R01A06
CN105808211B,R01A06
US9395991B2,R01A06
US9910672B2,R01A06
CN103970505B,R01A15
US9304934B2,R01A15
US9672039B2,R01A15
CN103942033B,R01A02
CN108089883B,R01A02
US9086721B2,R01A02
US9606834B2,R01A02
CN103927266B,R01B03
CN109446112A,R01B03
US10754778B2,R01B03
US9658962B2,R01B03
CN103927149B,R01A02
US9298467B2,R01A02
US9645945B2,R01B07
US8842791B2,R0XA01
US20120331265A1,R01A1002
US20120324164A1,R01A1001
US10496461B2,R01A14
US20120290780A1,R01B03
CN103678167B,R01A010
US9824003B2,R01A01
CN103678991B,R01E02
CN105138397B,R01E02
US8996847B2,R01E02
US9727380B2,R01E02
CN103577159B,R01A04
US20140047218A1,R01A0401
US7424599B2,R01E02
US7849297B2,R03A01
US9032404B2,R01E03
US7418585B2,R01E03
US7836450B2,R01E03
US7870553B2,R01E03
US7376954B2,R01E02
US20050050305A1,R01E02
US8266620B2,R01E03
US7711931B2,R01E02
US7321965B2,R01E02
US7610473B2,R01E02
US7694304B2,R01E02
US7594089B2,R01A10
US7676660B2,R01E02
US7676664B2,R01E03
US7725689B2,R01E03
US7725697B2,R01E03
US7730291B2,R01E03
US8145884B2,R01E02
US7853777B2,R01A0102
US7752627B2,R01A06
US7613904B2,R01A06
US7664936B2,R01A06
US7657891B2,R01A06
US7490230B2,R01A0101
US7506140B2,R03A01
US7657883B2,R03A01
US7631130B2,R03A01
US8078840B2,R01A0101
US8151268B2,R03A01
US7600135B2,R04B01
US7627770B2,R04B01
US7760748B2,R01D01
US7773621B2,R01D01
US7961745B2,R01D01
US7681014B2,R03A01
US7990989B2,R01D01
US20090249351A1,R03A01
US20090271592A1,R03A01
US7509447B2,R03A01
US7660969B2,R03A01
US8145882B1,R01A03
CN103197919B,R01A04
CN106020778B,R01A04
US9128700B2,R01A0401
US9436470B2,R01A0401
CN102200905A,R02J
US7911952B1,R0XA01
US8185717B2,R01A1002
US10776114B2,R02J
US9274796B2,R02J
US9928065B2,R02J
US20090282220A1,R02L
US20100312991A1,R02L
US7969186B2,R04
CN101887357B,R02J
US9207958B1,R03B01
US10055237B2,R03B01
US20180341504A1,R03B01
US7747989B1,R03B01
CN102301326B,R02C01
US10416920B2,R02A01
US9218183B2,R02A01
US7502876B1,R01A10
US7058064B2,R01D01
US7551626B2,R01D01
US7715410B2,R01D01
US7165257B2,R01A14
US7765554B2,R01A14
US8081645B2,R01D01
US7065096B2,R01D01
US7197043B2,R01D01
US7155516B2,R01D01
US7877481B2,R01D01
US7042887B2,R01D01
US7280548B2,R01D01
US7076630B2,R01A10
US7649901B2,R01D01
US7032226B1,R01D01
US7661112B2,R01D01
US20100070257A1,R01G01
US7082552B2,R01D01
US7644307B2,R01D01
US20070074014A1,R02C01
US7139901B2,R02C01
US20010052053A1,R01B07
US8327121B2,R01B06
US8392651B2,R01B06
US7644237B1,R01B01
US8037253B2,R01B01
CN102077195A,R02J
US20090249046A1,R01E03
US20130067284A1,R01E03
US8230202B2,R01E03
US20090248988A1,R01B01
CN101535947A,R02B01
US8001283B2,R01B01
US8024539B2,R01G01
CN102414659B,R01A02
US10360038B2,R01A06
US9189241B2,R01A06
US7917699B2,R01B01
US8234456B2,R01B01
US8051320B2,R04B01
US8392746B2,R04B01
US20130031314A1,R01B01
US8131941B2,R01B01
US8392663B2,R01B01
CN102388372B,R01B01
US8234455B2,R01B01
US9075724B2,R01B01
US9703709B2,R01B01
US7917882B2,R04A01
US8291364B2,R04C
US20090089510A1,R01B01
US8930634B2,R01B01
US9141545B2,R01B01
US20090080651A1,R01G01
CN101802790B,R01B01
US10318296B2,R01E02
US9612844B2,R01E02
CN101790719A,R01E02
US20090063881A1,R02C01
US8069354B2,R04B01
US7475303B1,R01F02
US7613966B2,R01F02
US20080320233A1,R01B07
CN101802796B,R01B07
US7769957B2,R01B07
CN101802798B,R01B01
US7769958B2,R01B01
US7739455B2,R01B01
US7886150B2,R01F02
US7774723B2,R04C
US20080222581A1,R04C
US10867333B2,R04C
US20150154677A1,R04C
US8103987B2,R04C
US20080189528A1,R01F01
US20130061060A1,R01G01
US8307426B2,R01G01
US20080177990A1,R01G01
US7840874B2,R01B01
US7865647B2,R03A01
US20080155345A1,R01F01
US8775875B2,R01A03
US9720695B2,R01A02
US8560813B2,R01E02
US7370178B1,R01A0401
US7747840B2,R01A0401
US10296341B2,R01A04
US20080016326A1,R01A04
US7774549B2,R01B07
US8725950B2,R01B07
US7702055B2,R01F01
CN101558388B,R01B06
US10430340B2,R01B06
US7594079B2,R01B06
US9092343B2,R01B06
US9632939B2,R01B06
CN101517530A,R01F02
CN101542430B,R01B07
US10268481B2,R01A11
US10768939B2,R01A11
US9946547B2,R01A11
US20080082793A1,R01A04
US20080082801A1,R01F
US8078846B2,R01A03
US9348600B2,R01A01
US9870228B2,R01A01
US20120221838A1,R01A13
US8151093B2,R01A13
US7647475B2,R01C
US8032734B2,R01C
CN101523359B,R01B03
US7657708B2,R01B03
US7650465B2,R01B03
US7020879B1,R01A14
US6477562B2,R01D01
US6389449B1,R01D01
US7257814B1,R01B02
US7650605B2,R01B02
US6292888B1,R01A15
US20090187739A1,R02C01
US7529907B2,R02C01
US7237093B1,R01A01
US7035997B1,R01A02
US7467385B2,R01A14
US7900207B2,R01A14
US7926062B2,R01A14
US8468540B2,R01A14
US7707391B2,R01A02
US6789100B2,R01D01
US7765546B2,R01D01
US7318145B1,R01G
US7310706B1,R01G
US8190665B2,R01G
US7627794B2,R01F01
US20070239967A1,R01E01
US7401205B1,R01E01
US7721127B2,R04B02
US7600100B2,R02Q04
US7634638B1,R02Q04
US8190865B2,R02Q04
US7181600B1,R02Q04
US7185183B1,R02Q04
US10691462B2,R01A1103
US20070204139A1,R01A1103
US9851975B2,R01A1103
US7721073B2,R02D03
US7721075B2,R02D03
US7721074B2,R02D03
US7721071B2,R01A05
US7246287B1,R01F
US7543207B2,R01F
US7242414B1,R02D04
US7724261B2,R02D04
US8024393B2,R01A07
US7346643B1,R01A07
US6912559B1,R01A07
US6631392B1,R01A07
US6697832B1,R01A07
US6714197B1,R02D02
US6732259B1,R02D02
US6996596B1,R01A07
US20020116431A1,R01A07
US7287147B1,R01C03
US7194599B2,R01C03
US7698533B2,R01C03
US7886129B2,R01C03
US6754804B1,R01C03
US7237090B1,R01C
US20090132841A1,R01A01
US7496771B2,R01A01
US7562191B2,R01B06
US7899993B2,R01B06
US7873820B2,R01B03
US20100306513A1,R01A02
US7734901B2,R01A02
US7711934B2,R01A02
US20110055497A1,R01C01
US7197625B1,R01C01
US7793077B2,R01C01
US5933650A,R01C01
US6266758B1,R01C01
US7194582B1,R01B03
US7480769B2,R01B03
US7177985B1,R01B03
US7506106B2,R01B03
US7509459B2,R01B03
US7512740B2,R01B03
US7533220B2,R01B03
US7664920B2,R01B03
US7822943B2,R01B03
US8078806B2,R01B03
US7181728B1,R01F01
US7168066B1,R01F01
US20170075688A1,R01E02
US7162615B1,R01E02
US7529915B2,R01E02
US9047093B2,R01E02
US9519507B2,R01E02
US20070089095A1,R01F01
US7159101B1,R01F01
US7149878B1,R02L
US7509480B2,R02L
US8234326B2,R01A07
US8229991B2,R01A07
US7134116B1,R01F01
US8185879B2,R01F01
US7124072B1,R01F01
US7558939B2,R01A1002
US7925859B2,R01A1002
US7860911B2,R01A07
US7225212B2,R01A07
US7181484B2,R01A07
US8447958B2,R02L
US7617388B2,R02L
US7162621B2,R02L
US7237097B2,R02K
US7711763B2,R02A01
US7599981B2,R01A07
US7069544B1,R01F01
US7770156B2,R01F01
US7065675B1,R01F02
US7035998B1,R01A05
US7873810B2,R02A01
US10437598B2,R01A03
US7017025B1,R01A10
US7003630B1,R01B01
US7620832B2,R01G01
US6625737B1,R01G01
US6976178B1,R01G01
US6987405B1,R0X
US7315937B2,R02K
US20050182903A1,R01A1002
US7707389B2,R01A01
US6883156B1,R04C
US6836833B1,R01F02
US7509456B2,R01F02
US7594097B2,R01D
US20070283108A1,R01A1002
US7712101B2,R03A01
US6732208B1,R01B01
US20040085082A1,R04A
US6523104B2,R01A1001
US6728859B1,R01A1001
US7000095B2,R01A04
US8171262B2,R01A04
US6604159B1,R03A01
US6393500B1,R01D03
US6490642B1,R01D03
US6493776B1,R01D03
US6681283B1,R01B01
US6643759B2,R01A1002
US6651156B1,R01A1002
US6651160B1,R02J
US6961819B2,R01A01
US7634619B2,R01A01
US5101117A,R04A
US6092187A,R01A02
US6425076B1,R01A02
US5237671A,R01A1002
US5325507A,R01A1002
US5734877A,R04A
US5978926A,R04A
US7043467B1,R01D01
US7552261B2,R01A14
US7487332B2,R01A14
US7487339B2,R01A14
US7925864B2,R01A14
US8181000B2,R01A14
US5309382A,R01A07
US5574877A,R01A1002
US5864703A,R01C01
US7159100B2,R01C01
US7546443B2,R01C01
US8074058B2,R01C01
US4814976C1,R02C01
US20120082167A1,R01D01
US7415531B2,R01D01
US8077734B2,R01D01
US5317601A,R04A
US7107439B2,R01A13
US5408664A,R03A01
US5524245A,R03A01
US5301153A,R01A03
US5327381A,R01A03
US5297092A,R04
US5386562A,R02C01
US7739484B2,R02C01
US6826681B2,R02C01
US7281123B2,R02C01
US7711926B2,R01B
US4805098A,R01A1103
US4959779A,R01A07
US4953073A,R01B05
US5113506A,R01B05
US6742165B2,R04C
US7039060B2,R01D01
US7581091B2,R01D01
US7895423B2,R01D01
US8209522B2,R01D01
US7139898B1,R01A06
US7406586B2,R01A06
US7636836B2,R01A06
US5420992A,R02K
US5568630A,R02K
US5263140A,R01A1002
US5285116A,R04C
US5398328A,R01A07
US5572713A,R01A07
US6446171B1,R01B07
US6430655B1,R01B07
US5056110A,R0XA01
US5307477A,R01B05
US5542062A,R01B05
US5699551A,R01B05
US5111464A,R01A14
US5179670A,R04
US5226133A,R01A1002
US6266755B1,R01A1002
US6216200B1,R01A06
US5732242A,R01B03
US6240488B1,R01B03
US7127586B2,R01B03
US7386701B2,R01B03
US5758112A,R01A0401
US6594728B1,R01B05
US6188248B1,R04
US6448817B2,R04
US6345354B1,R01A15
US5027270A,R01B07
US5510934A,R01B01
US5604909A,R01A06
US5954815A,R01A02
US6247124B1,R01A02
US6691221B2,R01A06
US5493523A,R01A07
US5572704A,R01B01
US5632025A,R01B01
US5537538A,R01A13
US4879676A,R01A07
US5450607A,R02D02
US20040030864A1,R01A03
US8209520B2,R01A03
US20070168649A1,R03A01
US7269713B2,R03A01
US7337303B2,R03A01
